X,Y,Ponto,Data,X,Y,Medição,Período,Limite,LAEq,L90,LAEq_Rlaeq,L90_Rlaeq,Obs,icon_url
-49.3210034083708,-28.6055225223791,"12",2021/10/06,"664164","6834566",2021 Diurno,Diurno,"70",54.48,50.60,Atende,Atende,,./0.png
-49.3203220250715,-28.6059292031892,"13",2021/10/06,"664230","6834520",2021 Diurno,Diurno,"70",54.28,46.32,Atende,Atende,,./0.png
-49.3203068882897,-28.6055951135528,"14",2021/10/06,"664232","6834557",2021 Diurno,Diurno,"70",59.99,50.48,Não atende,Atende,Influência da Rua Elias Rosso e latido de animais,./0.png
-49.319544428189,-28.6059556638656,"15",2021/10/06,"664306","6834516",2021 Diurno,Diurno,"70",54.84,41.92,Atende,Atende,,./0.png
-49.3194594496383,-28.6055124158932,"16",2021/10/06,"664315","6834565",2021 Diurno,Diurno,"70",50.56,45.58,Atende,Atende,,./0.png
-49.3203232519041,-28.6045665367979,"17",2021/10/06,"664232","6834671",2021 Diurno,Diurno,"70",54.73,46.74,Atende,Atende,,./0.png
-49.3209921066655,-28.6043040906339,"18",2021/10/06,"664167","6834701",2021 Diurno,Diurno,"70",51.68,45.99,Atende,Atende,,./0.png
-49.3239597182894,-28.6022381279847,"19",2021/10/06,"663880","6834934",2021 Diurno,Diurno,"70",68.15,48.49,Não atende,Atende,Influência da Rua Benjamin Constante e obra civil,./0.png
-49.3238420136094,-28.6032113073052,"20",2021/10/06,"663890","6834826",2021 Diurno,Diurno,"70",62.35,56.03,Não atende,Atende,Influência da Rua Benjamin Constante e animais,./0.png
-49.3252842767483,-28.6031840090736,"21",2021/10/06,"663749","6834831",2021 Diurno,Diurno,"70",64.46,52.42,Não atende,Atende,Influência da Rua Maria de Lourdes Z. Pagnan,./0.png
-49.3256612676014,-28.6032698850363,"1",2021/10/13,"663712","6834822",2021 Noturno,Noturno,"60",59.66,55.65,Atende,Atende,,./0.png
-49.3257189560736,-28.604145963976,"2",2021/10/13,"663705","6834725",2021 Noturno,Noturno,"60",56.66,50.40,Atende,Atende,,./0.png
-49.3256394415495,-28.6052910801736,"3",2021/10/13,"663711","6834598",2021 Noturno,Noturno,"60",52.13,46.66,Atende,Atende,,./0.png
-49.3256695274546,-28.6066180376716,"4",2021/10/13,"663706","6834451",2021 Noturno,Noturno,"60",59.31,55.57,Atende,Atende,,./0.png
-49.3257209845359,-28.60853184434,"5",2021/10/13,"663698","6834239",2021 Noturno,Noturno,"60",54.00,45.58,Atende,Atende,,./0.png
-49.3243750188578,-28.6089303353121,"6",2021/10/13,"663829","6834193",2021 Noturno,Noturno,"60",63.17,50.84,Não atende,Atende,Influência da Rod. Ambrósio Dalló e de animais,./2.png
-49.3229737178837,-28.6089491039106,"7",2021/10/13,"663966","6834189",2021 Noturno,Noturno,"60",59.85,50.75,Atende,Atende,,./0.png
-49.3210417590861,-28.6088981157792,"8",2021/10/13,"664155","6834192",2021 Noturno,Noturno,"60",47.00,45.49,Atende,Atende,,./0.png
-49.3210516244443,-28.6076348248297,"9",2021/10/13,"664156","6834332",2021 Noturno,Noturno,"60",49.97,45.63,Atende,Atende,,./0.png
-49.3210370230594,-28.6066239133239,"10",2021/10/13,"664159","6834444",2021 Noturno,Noturno,"60",49.56,45.59,Atende,Atende,,./0.png
-49.321055712737,-28.6060917062651,"11",2021/10/13,"664158","6834503",2021 Noturno,Noturno,"60",51.16,50.42,Não atende,Não Atende,Ruído da empresa,./0.png
-49.3210034083708,-28.6055225223791,"12",2021/10/13,"664164","6834566",2021 Noturno,Noturno,"60",51.76,46.81,Não atende,Atende,Influência de latido de animais e vento nas árvores,./0.png
-49.3203220250715,-28.6059292031892,"13",2021/10/13,"664230","6834520",2021 Noturno,Noturno,"60",65.23,46.08,Não atende,Atende,Influência de latido de animais,./2.png
-49.3203068882897,-28.6055951135528,"14",2021/10/13,"664232","6834557",2021 Noturno,Noturno,"60",46.77,45.47,Atende,Atende,,./0.png
-49.319544428189,-28.6059556638656,"15",2021/10/13,"664306","6834516",2021 Noturno,Noturno,"60",40.03,35.73,Atende,Atende,,./0.png
-49.3194594496383,-28.6055124158932,"16",2021/10/13,"664315","6834565",2021 Noturno,Noturno,"60",42.59,40.50,Atende,Atende,,./0.png
-49.3203232519041,-28.6045665367979,"17",2021/10/13,"664232","6834671",2021 Noturno,Noturno,"60",46.82,45.33,Atende,Atende,,./0.png
-49.3209921066655,-28.6043040906339,"18",2021/10/13,"664167","6834701",2021 Noturno,Noturno,"60",46.23,42.51,Atende,Atende,,./0.png
-49.3239597182894,-28.6022381279847,"19",2021/10/13,"663880","6834934",2021 Noturno,Noturno,"60",44.35,40.60,Atende,Atende,,./0.png
-49.3238420136094,-28.6032113073052,"20",2021/10/13,"663890","6834826",2021 Noturno,Noturno,"60",55.07,50.87,Não atende,Atende,Som esporádico de quebras,./0.png
-49.3252842767483,-28.6031840090736,"21",2021/10/13,"663749","6834831",2021 Noturno,Noturno,"60",53.81,50.51,Atende,Atende,,./0.png
